 Prog 13440
 112699 Date : 16.07.12 00:37:20  LC : A  IQ : 08
      Lat1 : 26.086S  Lon1 :  74.666W  Lat2 : 26.086S  Lon2 :  74.666W
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 672s   NOPC : 3
      Calcul freq : 401 677621.2 Hz   Altitude :    0 m
              31           86          206          149
             198          249           31
 112699 Date : 16.07.12 02:50:12  LC : B  IQ : 08
      Lat1 : 25.954S  Lon1 :  74.693W  Lat2 : 25.954S  Lon2 :  74.693W
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -133 dB
      Pass duration : 000s   NOPC : 3
      Calcul freq : 401 677621.0 Hz   Altitude :    0 m
              31           84          207          105
              28          184           69
 112699 Date : 17.07.12 00:13:16  LC : B  IQ : 00
      Lat1 : 24.624S  Lon1 :  74.906W  Lat2 : 24.624S  Lon2 :  74.906W
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 000s   NOPC : 3
      Calcul freq : 401 677645.1 Hz   Altitude :    0 m
              31           92          209           69
              96           82           87
 112699 Date : 17.07.12 02:35:18  LC : B  IQ : 08
      Lat1 : 24.415S  Lon1 :  74.820W  Lat2 : 24.415S  Lon2 :  74.820W
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 362s   NOPC : 3
      Calcul freq : 401 677633.0 Hz   Altitude :    0 m
              31           92          208           64
              91           82           86
 121132 Date : 16.07.12 01:31:46  LC : 3  IQ : 50
      Lat1 : 39.663S  Lon1 : 176.877E  Lat2 : 39.663S  Lon2 : 176.877E
      Nb mes : 024  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 750s   NOPC : 3
      Calcul freq : 401 677586.4 Hz   Altitude :    0 m
      0.21244E+2   0.32320E+1   0.21600E+3
 121132 Date : 16.07.12 02:52:41  LC : 3  IQ : 58
      Lat1 : 39.664S  Lon1 : 176.880E  Lat2 : 39.664S  Lon2 : 176.880E
      Nb mes : 024  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 690s   NOPC : 3
      Calcul freq : 401 677580.4 Hz   Altitude :    0 m
      0.23132E+2   0.33600E+1   0.22400E+3
 121132 Date : 16.07.12 03:10:26  LC : 3  IQ : 50
      Lat1 : 39.666S  Lon1 : 176.880E  Lat2 : 39.666S  Lon2 : 176.880E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 510s   NOPC : 3
      Calcul freq : 401 677578.1 Hz   Altitude :    0 m
      0.23604E+2   0.33760E+1   0.22400E+3
 121132 Date : 16.07.12 04:29:31  LC : 3  IQ : 58
      Lat1 : 39.664S  Lon1 : 176.878E  Lat2 : 39.664S  Lon2 : 176.878E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 690s   NOPC : 3
      Calcul freq : 401 677584.9 Hz   Altitude :    0 m
      0.21480E+2   0.33760E+1   0.22400E+3
 121132 Date : 16.07.12 04:31:46  LC : 3  IQ : 58
      Lat1 : 39.663S  Lon1 : 176.883E  Lat2 : 39.663S  Lon2 : 176.883E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 600s   NOPC : 3
      Calcul freq : 401 677584.8 Hz   Altitude :    0 m
      0.21480E+2   0.33760E+1   0.22400E+3
 121136 Date : 16.07.12 01:32:07  LC : 3  IQ : 50
      Lat1 : 39.663S  Lon1 : 176.875E  Lat2 : 39.663S  Lon2 : 176.875E
      Nb mes : 024  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 768s   NOPC : 3
      Calcul freq : 401 677450.4 Hz   Altitude :    0 m
      0.21480E+2   0.34400E+1   0.21600E+3
 121136 Date : 16.07.12 02:52:41  LC : 3  IQ : 58
      Lat1 : 39.664S  Lon1 : 176.880E  Lat2 : 39.664S  Lon2 : 176.880E
      Nb mes : 023  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 704s   NOPC : 3
      Calcul freq : 401 677447.3 Hz   Altitude :    0 m
      0.22896E+2   0.34880E+1   0.22000E+3
 121136 Date : 16.07.12 03:10:33  LC : 3  IQ : 50
      Lat1 : 39.665S  Lon1 : 176.881E  Lat2 : 39.665S  Lon2 : 176.881E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 512s   NOPC : 3
      Calcul freq : 401 677446.2 Hz   Altitude :    0 m
      0.23368E+2   0.35040E+1   0.22000E+3
 121136 Date : 16.07.12 04:31:14  LC : 3  IQ : 50
      Lat1 : 39.663S  Lon1 : 176.882E  Lat2 : 39.663S  Lon2 : 176.882E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 544s   NOPC : 3
      Calcul freq : 401 677452.8 Hz   Altitude :    0 m
      0.21480E+2   0.35040E+1   0.22000E+3
 121136 Date : 16.07.12 04:30:15  LC : 3  IQ : 58
      Lat1 : 39.663S  Lon1 : 176.881E  Lat2 : 39.663S  Lon2 : 176.881E
      Nb mes : 021  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 704s   NOPC : 3
      Calcul freq : 401 677452.9 Hz   Altitude :    0 m
      0.21480E+2   0.35040E+1   0.22000E+3
 121138 Date : 16.07.12 01:31:43  LC : 3  IQ : 50
      Lat1 : 39.664S  Lon1 : 176.880E  Lat2 : 39.664S  Lon2 : 176.880E
      Nb mes : 022  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 792s   NOPC : 3
      Calcul freq : 401 677567.7 Hz   Altitude :    0 m
      0.21008E+2   0.34240E+1   0.22400E+3
 121138 Date : 16.07.12 02:52:28  LC : 3  IQ : 58
      Lat1 : 39.664S  Lon1 : 176.880E  Lat2 : 39.664S  Lon2 : 176.880E
      Nb mes : 022  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 759s   NOPC : 3
      Calcul freq : 401 677566.3 Hz   Altitude :    0 m
      0.22896E+2   0.35040E+1   0.22800E+3
 121138 Date : 16.07.12 03:09:57  LC : 3  IQ : 50
      Lat1 : 39.664S  Lon1 : 176.882E  Lat2 : 39.664S  Lon2 : 176.882E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 495s   NOPC : 3
      Calcul freq : 401 677565.6 Hz   Altitude :    0 m
      0.23368E+2   0.35040E+1   0.22800E+3
 121138 Date : 16.07.12 04:29:58  LC : 3  IQ : 58
      Lat1 : 39.663S  Lon1 : 176.881E  Lat2 : 39.663S  Lon2 : 176.881E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 693s   NOPC : 3
      Calcul freq : 401 677568.4 Hz   Altitude :    0 m
